1	-0.578886	0.2044442	-0.2622814	-0.598918	-0.0705286	0.2025628	-0.451624	-0.1862354	-0.3111484
2	-0.474698	0.220617	-0.365676	-0.267436	-0.309086	0.1538826	-0.225236	-0.0334446	-0.4387886
3	0.0626286	0.1543306	0.2003772	-0.0734338	-0.097986	0.1204204	-0.1701826	0.0728074	0.0385852
4	0.2342858	0.0851748	0.3926946	0.0778286	-0.186596	0.1528214	0.057668	0.2853804	0.213151
5	0.3876938	-0.2827224	0.2291126	0.1453606	0.0984354	0.0928992	0.1156802	0.0029242	0.1467326
6	0.3772942	-0.261658	0.2813274	0.1026622	-0.231084	0.0706178	-0.2644766	0.2760236	0.0520178
7	0.2619912	-0.177162	0.1864694	0.3137104	-0.0529036	0.0655946	0.1590232	0.0190514	0.145761
8	0.1189072	-0.266398	0.2460304	0.1921056	0.000196600000000002	-0.146829	0.245752	0.2691858	0.2110144
9	0.2551192	-0.261372	0.1147584	0.0605386	0.0976146	-0.080264	0.1174204	0.0766082	0.089408
10	0.0910168	-0.2175572	0.2407206	0.3102036	0.067526	0.0171856	0.1536118	0.3396086	0.067338
11	0.206764	-0.197238	0.1441106	0.1348998	-0.1031196	-0.14749	-0.153378	-0.1523202	0.0468474
12	0.3074892	-0.0206144	0.2880998	0.070936	0.1824718	0.037788	-0.0219044	0.1556912	0.1362054
13	0.4338312	-0.415394	0.2902812	-0.0286836	0.0662208	0.078497	-0.0248654	0.2951196	-0.0790392
14	0.56737	-0.0679052	0.0758174	0.2916098	0.010598	0.2538598	0.248382	-0.0646182	0.1232656
15	0.3123376	-0.166896	0.1513684	0.106568	0.015544	0.1586272	0.2993212	-0.0217046	0.3511814
16	0.2422618	-0.196688	0.1010396	0.161207	0.0319816	-0.140888	0.181325	-0.0345492	0.2919984
17	0.3303588	-0.232962	0.2244116	0.2331682	0.124585	0.1293664	-0.2189188	-0.1700614	0.2992322
18	0.2475974	-0.1271394	0.0732732	0.1538938	0.1204188	-0.046182	-0.00639839999999999	0.0821862	0.2163488
19	0.00985940000000001	0.0956274	0.1342588	0.1827006	0.1529466	-0.045264	-0.1312008	0.0121672	0.035596
20	-0.1712988	0.0518076	-0.153954	-0.065567	-0.01781	-0.0165806	-0.1523972	-0.0704704	-0.2182866
21	-0.1735372	0.1687526	0.1736916	-0.1501812	-0.0340252	0.0909406	0.030169	0.1097846	0.1624244
22	-0.304112	0.1906112	-0.0127274	-0.1451812	0.038061	0.0992334	-0.1522842	-0.1838508	-0.1206996
23	-0.0350652	0.3211726	-0.272788	-0.2744346	-0.170954	0.1925746	-0.065198	-0.1360346	-0.4059354
24	-0.4109632	0.237604	-0.227226	-0.0472034	-0.1912414	-0.1938032	0.0926496	-0.0713464	-0.1606822
25	-0.30211	0.3762172	-0.1722016	0.057877	-0.027549	-0.33337	0.0821546	-0.1856976	-0.1672968
26	-0.114926	0.2156322	-0.223881	0.00288119999999999	-0.1969436	-0.018309	-0.0702844	0.1023386	-0.38905
27	-0.2404322	0.1801146	-0.202492	-0.0960582	0.0435074	0.1054806	-0.1426218	-0.1248094	-0.3260894
28	-0.266548	0.1967604	-0.097428	-0.2599608	-0.037036	-0.215015	-0.1450626	-0.113744	-0.253372
29	-0.312966	0.2102626	-0.36155	-0.354796	-0.0777716	-0.145888	-0.141423	-0.1864608	-0.1003272
30	-0.200551	0.162852	-0.4875766	-0.0923792	-0.14932	-0.0232768	0.1795866	-0.3121028	-0.256164
31	-0.304361	0.207547	-0.477614	-0.370444	-0.126438	-0.283742	-0.0452682	-0.000719400000000003	-0.26917
32	-0.2329332	-0.0052426	-0.2954764	-0.1591454	-0.2051698	-0.24314	0.1251434	-0.0894068	-0.208466
33	-0.195454	0.0526384	-0.2936678	-0.323152	-0.0887644	-0.035629	-0.0446802	-0.117385	-0.2033706
34	-0.1841552	0.2826392	-0.1278502	0.010908	0.1372884	0.0328502	0.0891324	0.1270354	-0.1127
35	0.1179004	0.023635	0.25825	0.239922	0.0665952	0.4188786	-0.13698	0.1853586	0.2568102
36	0.3843398	-0.0021882	0.2722958	0.240015	0.2738072	0.2728986	-0.0424242	-0.1092882	0.055588
37	0.2032792	-0.2142672	0.089796	0.0551068	0.1772106	0.1383334	-0.0413586	0.1280702	0.2235692
38	0.4591124	-0.155502	0.3007124	0.2286218	0.0470914	-0.0913394	0.0953398	0.2740668	0.1889086
39	0.1692744	-0.3483892	0.3950588	0.0729132	-0.186706	0.1492708	0.0930358	0.431938	0.3519548
40	0.2016668	-0.401726	0.0947448	0.1968194	0.1968518	-0.0213576	-0.129282	-0.0234386	0.3508118
41	0.1269368	-0.360658	0.0838952	0.0977386	-0.1199944	-0.0980186	-0.2807424	0.000696999999999992	0.4086208
42	0.334687	-0.277988	0.2135518	0.5220882	-0.1097394	-0.1894426	0.0190054	0.0034854	0.1505366
